CNC Precision|CNC Recall|CNC F-Measure|CNC Threshold|CNC Run-time|RSR Precision|RSR Recall|RSR F-Measure|RSR Threshold|RSR Run-time|RCA Precision|RCA Recall|RCA F-Measure|RCA Threshold|RCA Run-time|BAH Precision|BAH Recall|BAH F-Measure|BAH Threshold|BAH Run-time|BMC Precision|BMC Recall|BMC F-Measure|BMC Threshold|BMC Run-time|EXC Precision|EXC Recall|EXC F-Measure|EXC Threshold|EXC Run-time|KRC Precision|KRC Recall|KRC F-Measure|KRC Threshold|KRC Run-time|UMC Precision|UMC Recall|UMC F-Measure|UMC Threshold|UMC Run-time|BMC Configuration|
0.986346245|0.782495677|0.872674525|0.799999952|817.5|0.886057675|0.798526883|0.840018213|0.799999952|1216.7|0.922122359|0.933708847|0.927879453|0.649999917|2910.2|0.495145619|0.066291161|0.11692778|0.649999917|146578.1|0.922649562|0.935441971|0.929001749|0.649999917|825.3|0.949406087|0.935008645|0.942152381|0.599999905|1118.3|0.939498723|0.941941082|0.940718293|0.599999905|7655.1|0.926068366|0.93890816|0.932444036|0.649999917|1861.2|Right|
0.984307349|0.788128257|0.875360847|0.799999952|955.7|0.91762358|0.796360493|0.852702379|0.799999952|1300.6|0.924436569|0.906412482|0.915335834|0.649999917|2787.3|0.371657759|0.060225304|0.10365399|0.599999905|147783.1|0.92592591|0.909878671|0.917832136|0.649999917|947.5|0.942307711|0.912911594|0.927376688|0.599999905|1147.7|0.935795963|0.922010422|0.928852022|0.599999905|7943.2|0.928539932|0.912045062|0.920218587|0.649999917|1742.5|Right|
0.971004248|0.594887376|0.737775385|0.649999917|970.2|0.913942635|0.593587518|0.719726801|0.699999928|1175.8|0.847547948|0.68890816|0.760038257|0.449999869|2511|0.81300813|0.043327555|0.082270667|0.699999928|146247.6|0.849206328|0.695407271|0.764649868|0.449999869|867.5|0.894084513|0.687608302|0.777369618|0.449999869|1189.5|0.880239546|0.700606585|0.780217171|0.449999869|7843.8|0.856915712|0.700606585|0.770917773|0.449999869|1780|Right|
0.826923072|0.093154244|0.167445481|0.549999893|951.8|0.374352336|0.125216633|0.187662333|0.549999893|1189.2|0.323367894|0.229636043|0.268558413|0.399999857|2611.1|0.074964643|0.022963604|0.035157546|0.399999857|147771.7|0.327040195|0.232668981|0.271898717|0.399999857|831.4|0.398026317|0.209705368|0.274687856|0.149999842|73936.9|0.322801471|0.26559791|0.291419029|0.149999842|92616.4|0.294145882|0.26559791|0.2791439|0.349999845|1734.5|Right|
0.819484234|0.123916812|0.215280399|0.399999857|40.2|0.396172255|0.179376081|0.246943027|0.399999857|106.3|0.312851578|0.313258231|0.31305477|0.199999839|1518.5|0.196491227|0.024263432|0.043193214|0.349999845|145285.2|0.314285725|0.314558059|0.314421833|0.199999839|84.5|0.50507617|0.258665502|0.342120349|0.099999845|73.7|0.432957381|0.299393415|0.353995889|0.199999839|63.4|0.330139369|0.328422874|0.329278886|0.199999839|38.5|Right|
0.584615409|0.082322359|0.144322067|0.699999928|1004.4|0.207574651|0.123483539|0.154849216|0.699999928|1285.2|0.331676126|0.202339694|0.251345515|0.699999928|1872.9|0.029809222|0.032495666|0.031094527|0.299999833|144830.3|0.335694045|0.205372617|0.254838735|0.699999928|863.1|0.364280105|0.200606585|0.258731484|0.399999857|147031.8|0.414700538|0.198006928|0.268035173|0.699999928|7562.1|0.340471089|0.206672445|0.257212192|0.699999928|1784.6|Right|
0.833333313|0.093154244|0.167576|0.549999893|946.5|0.388311684|0.129549399|0.19428201|0.549999893|1295.1|0.324159026|0.229636043|0.268830806|0.399999857|9382.1|0.053527981|0.028596187|0.037277605|0.349999845|148584.8|0.328449339|0.233102247|0.272681206|0.399999857|907.5|0.398353904|0.209705368|0.274765819|0.149999842|73935.6|0.322631568|0.26559791|0.291349798|0.149999842|95857.7|0.291406631|0.262998253|0.276474625|0.349999845|1974.5|Right|
0.884469688|0.202339694|0.32933712|0.899999976|937.6|0.520764112|0.271663785|0.357061535|0.899999976|1177.9|0.511464655|0.473570198|0.491788536|0.799999952|5120|0.319838047|0.034228768|0.061839528|0.899999976|147573.1|0.513323963|0.475736558|0.493816048|0.799999952|869.9|0.654891312|0.417677641|0.510052919|0.249999836|103923.9|0.61039722|0.452772975|0.519900501|0.799999952|7852.4|0.528390408|0.487868279|0.507321477|0.799999952|1770.7|Right|
0.90427351|0.229202777|0.365710348|0.449999869|387.1|0.464737803|0.334055454|0.388706833|0.449999869|540.3|0.539022326|0.544627368|0.541810393|0.299999833|1324.9|0.19480519|0.045493934|0.073761858|0.399999857|145660.1|0.539219916|0.545060635|0.542124569|0.299999833|301.2|0.694757819|0.453639507|0.548886001|0.299999833|451.8|0.641188979|0.523396909|0.576335907|0.299999833|3916|0.558848798|0.563691497|0.561259747|0.299999833|699.9|Right|
0.889483094|0.216204509|0.347856402|0.549999893|545.9|0.459805101|0.327123046|0.382278442|0.549999893|831.3|0.527340114|0.493067592|0.509628296|0.449999869|1987.7|0.261421323|0.044627383|0.076239824|0.549999893|145836.6|0.529139698|0.495667249|0.511856794|0.449999869|569.8|0.667571247|0.426343143|0.520359576|0.199999839|3170.2|0.615426719|0.487435013|0.544003844|0.399999857|5994.3|0.552460551|0.515597939|0.533393145|0.449999869|1121.6|Right|
0.984557331|0.365306377|0.532890916|0.649999917|120.1|0.887095153|0.391768366|0.543507278|0.649999917|848.1|0.8024593|0.308270991|0.445427537|0.549999893|21201.4|0.874641299|0.213314086|0.342979729|0.649999917|126386.5|0.856193542|0.439574867|0.58090806|0.549999893|173|0.954572797|0.41634956|0.579808116|0.549999893|201.5|0.895673394|0.449109912|0.598246276|0.399999857|1164.3|0.847097039|0.456283063|0.593097925|0.449999869|354.4|Right|
0.986971736|0.271705389|0.42610693|0.549999893|1985.3|0.799624622|0.316800058|0.453807861|0.499999881|3663.7|0.730662644|0.253684998|0.376611143|0.449999869|26219|0.70810312|0.201810792|0.314101934|0.449999869|131100.1|0.840624988|0.388269246|0.531191111|0.449999869|2366.3|0.931435525|0.367799491|0.52735883|0.399999857|2779.2|0.845977426|0.435550898|0.57504189|0.099999845|418084.1|0.820870697|0.432139277|0.566205323|0.399999857|6405.5|Right|
0.995925009|0.160346419|0.27622062|0.799999952|2302.1|0.795395076|0.265931845|0.398597002|0.699999928|5407.6|0.785215437|0.201635838|0.320874244|0.699999928|25494.2|0.728680551|0.1543542|0.254746258|0.699999928|132122.4|0.85382694|0.313738346|0.458866417|0.699999928|2771.5|0.983733892|0.177229583|0.300348371|0.74999994|2971.2|0.965715587|0.183571711|0.308500856|0.74999994|21474.1|0.663019717|0.437344193|0.527039886|0.549999893|86290|Right|
0.984399021|0.3643004|0.531796694|0.449999869|145.1|0.885813177|0.391899586|0.543392539|0.499999881|384.7|0.80168587|0.307833612|0.444851786|0.399999857|23614.3|0.867098868|0.210602283|0.338893592|0.499999881|126123.4|0.85536629|0.439224958|0.580412149|0.399999857|171.9|0.953635097|0.416524529|0.579804599|0.349999845|197.5|0.895646095|0.448978692|0.598123789|0.249999836|1210.6|0.849444032|0.457770199|0.594929457|0.299999833|303.4|Right|
0.98739332|0.328871965|0.493405044|0.799999952|1956.6|0.902916908|0.358789325|0.513521969|0.799999952|4420.6|0.907334089|0.250535786|0.392651498|0.799999952|26407.2|0.606450796|0.216288328|0.318857402|0.699999928|130106.6|0.806185067|0.413900197|0.546978414|0.699999928|2772.4|0.936253726|0.386082321|0.546715796|0.699999928|3077.4|0.866517723|0.457988888|0.599250257|0.649999917|19275|0.771645248|0.480645597|0.592335105|0.649999917|4888.4|Right|
0.986977935|0.271836579|0.426268846|0.549999893|1891.9|0.893027425|0.303066075|0.452550381|0.549999893|3323.1|0.731341422|0.253728718|0.376749486|0.449999869|26367.6|0.552233696|0.212483048|0.30688566|0.399999857|130411.5|0.841038287|0.388312995|0.531314552|0.449999869|2806.3|0.931347609|0.36788699|0.527434587|0.399999857|2860.6|0.846219182|0.435638368|0.575173974|0.099999845|448012.1|0.822654366|0.432970315|0.567342997|0.399999857|5055.2|Right|
0.990559101|0.293706|0.453073382|0.799999952|1960.1|0.867685795|0.359970272|0.508841336|0.799999952|3744.4|0.627888739|0.314919293|0.41945821|0.699999928|25039.5|0.549300253|0.226610675|0.320854634|0.699999928|131181.7|0.725305736|0.438393921|0.546480596|0.699999928|2772.1|0.963189483|0.365087688|0.529480815|0.799999952|3020.2|0.883123934|0.427327991|0.575959444|0.699999928|18735.3|0.808108926|0.482963741|0.604593873|0.699999928|5183|Right|
0.844931245|0.086034201|0.156166881|0.699999928|2331.5|0.62643522|0.102611206|0.176337942|0.699999928|3130.9|0.353499025|0.094563268|0.149211496|0.649999917|25085|0.359993041|0.090364344|0.144465432|0.649999917|130719.8|0.516443968|0.175829947|0.262342155|0.649999917|2741.9|0.711686671|0.145431489|0.241510823|0.649999917|3121.8|0.528219998|0.191575915|0.281174779|0.499999881|308143.4|0.544267058|0.180422515|0.27100715|0.649999917|5871.2|Right|
0.981865287|0.248655036|0.396817088|0.799999952|136.3|0.872410595|0.370248884|0.519867361|0.799999952|950.3|0.698504269|0.285964221|0.405797124|0.649999917|21821.5|0.625584602|0.216463283|0.321635127|0.549999893|126354.1|0.767361403|0.39776057|0.523938477|0.649999917|176.5|0.911365628|0.320211709|0.473912477|0.549999893|208.5|0.861881614|0.395486146|0.542183876|0.549999893|1167.3|0.780068994|0.415299833|0.542029381|0.549999893|305.3|Right|
0.987441301|0.36797446|0.536150157|0.499999881|441|0.860740721|0.406595796|0.552297771|0.499999881|1613.1|0.839146614|0.325154185|0.468696803|0.449999869|22932.1|0.707475781|0.233040288|0.350595534|0.399999857|126842.5|0.864731669|0.48344487|0.62017113|0.399999857|607.3|0.959377527|0.463806152|0.625309587|0.399999857|630.8|0.904255331|0.51305604|0.654667199|0.249999836|5019.3|0.878116131|0.514586866|0.648906469|0.349999845|1125.6|Right|
0.990080595|0.419105113|0.588918626|0.649999917|861.1|0.907559335|0.450028419|0.601695895|0.649999917|1997.8|0.881956697|0.34934172|0.500454247|0.599999905|22693.1|0.769630492|0.233215243|0.357960463|0.549999893|127581.6|0.918778002|0.493286103|0.641926169|0.599999905|1048.5|0.969115436|0.474872053|0.637409687|0.599999905|1272.9|0.909111857|0.517998517|0.659960985|0.399999857|8523.7|0.896167457|0.5205791|0.658587873|0.499999881|2509.7|Right|
0.983743906|0.256746709|0.407214701|0.599999905|1973.4|0.825231493|0.311857581|0.452655345|0.549999893|3815.4|0.709276438|0.264532208|0.385345668|0.499999881|25168.5|0.674860656|0.206534579|0.316275984|0.499999881|129421.8|0.834948838|0.406901985|0.547154784|0.499999881|2563.6|0.936579585|0.381096095|0.54175216|0.449999869|3080.7|0.857849479|0.462712675|0.601164937|0.099999845|540163.7|0.760942042|0.469186008|0.580465376|0.399999857|5929.1|Right|
0.983954966|0.305777907|0.466564357|0.499999881|1981.5|0.860176086|0.363250673|0.510793984|0.499999881|3534.5|0.73152864|0.301404029|0.42691201|0.399999857|23860.2|0.681224465|0.225823388|0.339202404|0.399999857|130120.4|0.833510935|0.444736034|0.580001116|0.399999857|2782.2|0.943407357|0.41997987|0.581217289|0.349999845|2943.9|0.874428689|0.476971537|0.617252529|0.199999839|21978.6|0.834371209|0.480558097|0.609863758|0.349999845|5858.7|Right|
0.758241773|0.775280893|0.766666651|0.949999988|48|0.758241773|0.775280893|0.766666651|0.949999988|70.3|0.738738716|0.921348333|0.819999993|0.899999976|19.1|0.747826099|0.966292143|0.843137264|0.899999976|1924|0.743589759|0.977528095|0.844660223|0.899999976|11|0.811320782|0.966292143|0.882051349|0.899999976|9|0.778761089|0.988764048|0.871287107|0.899999976|80.2|0.771929801|0.988764048|0.866995096|0.899999976|17|Right|
0.780952394|0.921348333|0.845360816|0.699999928|18|0.379629642|0.921348333|0.537704945|0.699999928|60.2|0.364406794|0.966292143|0.529230773|0.649999917|22.6|0.365546227|0.977528095|0.532110095|0.649999917|1884.333333|0.370833337|1|0.541033387|0.649999917|15|0.741666675|1|0.851674676|0.649999917|18|0.728070199|0.932584286|0.817734003|0.699999928|169.6|0.370833337|1|0.541033387|0.649999917|33|Right|
0.798076928|0.932584286|0.860103667|0.799999952|9|0.786666691|0.662921369|0.719512224|0.899999976|26.1|0.777777791|0.629213512|0.695652187|0.899999976|13.8|0.783783793|0.651685417|0.711656451|0.899999976|1879.666667|0.786666691|0.662921369|0.719512224|0.899999976|9|0.796296299|0.966292143|0.873096406|0.799999952|6|0.754385948|0.966292143|0.847290635|0.799999952|34.7|0.786666691|0.662921369|0.719512224|0.899999976|9|Right|
0.732673287|0.831460655|0.778947413|0.449999869|7|0.655172408|0.853932559|0.741463363|0.449999869|25.7|0.688073397|0.842696607|0.75757575|0.449999869|14.2|0.686956525|0.887640476|0.774509788|0.449999869|1871|0.689655185|0.898876429|0.780487776|0.449999869|8|0.689655185|0.898876429|0.780487776|0.449999869|5|0.689655185|0.898876429|0.780487776|0.449999869|28.7|0.689655185|0.898876429|0.780487776|0.449999869|6|Right|
0.730000019|0.820224702|0.772486746|0.499999881|9|0.384976536|0.921348333|0.543046415|0.699999928|27.5|0.373205751|0.876404524|0.523489952|0.699999928|10.1|0.377358496|0.898876429|0.531561494|0.699999928|2564.333333|0.377880186|0.921348333|0.53594774|0.699999928|8|0.411214948|0.988764048|0.580858052|0.599999905|5|0.398190051|0.988764048|0.56774193|0.599999905|26.5|0.377880186|0.921348333|0.53594774|0.699999928|6|Right|
0.702702701|0.876404524|0.779999971|0.349999845|6|0.4969697|0.921348333|0.645669281|0.549999893|44.3|0.487341762|0.865168512|0.62348175|0.549999893|8.3|0.506172836|0.921348333|0.653386414|0.549999893|1864.333333|0.491017967|0.921348333|0.64062506|0.549999893|7|0.52903223|0.921348333|0.672131121|0.549999893|4|0.515723288|0.921348333|0.661290348|0.549999893|31.8|0.491017967|0.921348333|0.64062506|0.549999893|5|Right|
0.75|0.606741548|0.670807421|0.74999994|12|0.218390808|0.640449464|0.32571429|0.74999994|18|0.201834857|0.741573036|0.317307711|0.699999928|9.5|0.206489682|0.786516845|0.32710281|0.399999857|1873.666667|0.20058997|0.76404494|0.31775701|0.649999917|16|0.555555582|0.730337083|0.631067991|0.399999857|99|0.333333343|0.752808988|0.462068975|0.699999928|38.4|0.203539819|0.775280893|0.322429895|0.399999857|243|Right|
0.651162803|0.314606756|0.424242437|0.74999994|9|0.11570248|0.314606756|0.169184282|0.74999994|17.1|0.159292042|0.606741548|0.252336472|0.649999917|9.6|0.162241891|0.6179775|0.257009357|0.349999845|1884|0.159292042|0.606741548|0.252336472|0.649999917|10|0.481481493|0.584269643|0.527918816|0.449999869|86|0.274111688|0.606741548|0.377622366|0.649999917|73.7|0.162241891|0.6179775|0.257009357|0.649999917|37|Right|
0.781609178|0.76404494|0.772727311|0.949999988|5|0.781609178|0.76404494|0.772727311|0.949999988|8|0.778846145|0.910112381|0.839378238|0.899999976|8.8|0.764150918|0.910112381|0.8307693|0.899999976|2013.333333|0.788990855|0.966292143|0.868686914|0.899999976|6|0.788990855|0.966292143|0.868686914|0.899999976|4|0.788990855|0.966292143|0.868686914|0.899999976|29.3|0.788990855|0.966292143|0.868686914|0.899999976|7|Right|
0.775700927|0.932584286|0.846938789|0.649999917|27|0.362445414|0.932584286|0.522012591|0.649999917|36.7|0.360000014|0.910112381|0.515923619|0.649999917|9.9|0.366812229|0.943820238|0.528301895|0.649999917|1847.666667|0.366812229|0.943820238|0.528301895|0.649999917|9|0.75|0.943820238|0.835820913|0.649999917|13|0.682926834|0.943820238|0.792452812|0.649999917|62.2|0.366812229|0.943820238|0.528301895|0.649999917|28|Right|
0.791666687|0.853932559|0.821621656|0.799999952|9|0.633333325|0.853932559|0.727272749|0.799999952|8.3|0.628318608|0.797752798|0.702970326|0.799999952|8.8|0.727272749|0.719101131|0.723163843|0.849999964|1854.666667|0.633333325|0.853932559|0.727272749|0.799999952|6|0.787037015|0.95505619|0.862944186|0.74999994|5|0.758928597|0.95505619|0.845771253|0.74999994|30.5|0.633333325|0.853932559|0.727272749|0.799999952|7|Right|
0.66355139|0.797752798|0.724489808|0.399999857|8|0.639639616|0.797752798|0.709999919|0.399999857|8.2|0.610687017|0.898876429|0.727272749|0.349999845|9.6|0.622222245|0.943820238|0.75000006|0.349999845|1880.666667|0.615942001|0.95505619|0.748898685|0.349999845|6|0.62043798|0.95505619|0.752212405|0.349999845|4|0.615942001|0.95505619|0.748898685|0.349999845|29|0.615942001|0.95505619|0.748898685|0.349999845|7|Right|
0.611940324|0.921348333|0.735425949|0.549999893|6|0.376190484|0.887640476|0.528428137|0.649999917|10.4|0.359307349|0.932584286|0.518750012|0.549999893|8.7|0.377990425|0.887640476|0.530201316|0.649999917|1927|0.362869203|0.966292143|0.527607381|0.549999893|6|0.415094346|0.988764048|0.584717631|0.499999881|5|0.394618839|0.988764048|0.56410253|0.499999881|26.8|0.372641504|0.887640476|0.524916947|0.649999917|7|Right|
0.689075649|0.921348333|0.788461506|0.299999833|6|0.551181078|0.786516845|0.64814806|0.549999893|7.8|0.545454562|0.741573036|0.628571451|0.549999893|9.9|0.553718984|0.752808988|0.63809526|0.549999893|1868.333333|0.551181078|0.786516845|0.64814806|0.549999893|4|0.588235319|0.786516845|0.673076928|0.549999893|3|0.578512371|0.786516845|0.666666627|0.549999893|19.5|0.551181078|0.786516845|0.64814806|0.549999893|5|Right|
0.727272749|0.359550565|0.48120299|0.699999928|24|0.114186853|0.370786518|0.174603179|0.699999928|29.9|0.171091452|0.651685417|0.271028042|0.599999905|10.7|0.175595239|0.662921369|0.277647078|0.649999917|1847|0.172619045|0.651685417|0.272941172|0.649999917|11|0.483050853|0.640449464|0.550724626|0.449999869|117|0.306878299|0.651685417|0.41726619|0.649999917|79.8|0.17699115|0.674157321|0.280373812|0.599999905|71|Right|
0.806818187|0.797752798|0.802259862|0.649999917|26|0.244147152|0.820224702|0.376288682|0.699999928|55.1|0.262536883|1|0.415887862|0.549999893|11.1|0.25958702|0.988764048|0.411214978|0.549999893|1868.666667|0.262536883|1|0.415887862|0.549999893|15|0.49444443|1|0.661710024|0.449999869|108|0.397321433|1|0.568690062|0.549999893|121.6|0.262536883|1|0.415887862|0.549999893|80|Right|
0.807692289|0.707865179|0.754490972|0.949999988|6|0.807692289|0.707865179|0.754490972|0.949999988|24.7|0.769230783|0.898876429|0.829015553|0.899999976|10.4|0.787037015|0.95505619|0.862944186|0.899999976|1869.333333|0.787037015|0.95505619|0.862944186|0.899999976|6|0.811320782|0.966292143|0.882051349|0.849999964|14|0.78761059|1|0.881188154|0.849999964|60.7|0.796296299|0.966292143|0.873096406|0.899999976|7|Right|
0.759615362|0.887640476|0.818652809|0.649999917|22|0.352678567|0.887640476|0.504792333|0.649999917|42|0.324723244|0.988764048|0.48888889|0.599999905|11.8|0.333333343|0.853932559|0.479495287|0.649999917|1856.333333|0.344827592|0.898876429|0.498442352|0.649999917|10|0.689922452|1|0.816513717|0.599999905|18|0.634920657|0.898876429|0.744186044|0.649999917|72.1|0.344827592|0.898876429|0.498442352|0.649999917|32|Right|
0.797752798|0.797752798|0.797752798|0.799999952|6|0.653061211|0.719101131|0.684491992|0.849999964|10.1|0.635416687|0.685393274|0.659459472|0.849999964|12.3|0.639175236|0.696629226|0.666666687|0.849999964|1844.666667|0.646464646|0.719101131|0.680851102|0.849999964|6|0.794392526|0.95505619|0.867346942|0.74999994|12|0.752212405|0.95505619|0.841584206|0.74999994|36.3|0.646464646|0.719101131|0.680851102|0.849999964|9|Right|
0.622047246|0.887640476|0.731481493|0.349999845|7|0.660550475|0.80898875|0.727272809|0.399999857|9.7|0.622950792|0.853932559|0.720379114|0.349999845|12.8|0.629921257|0.898876429|0.740740776|0.349999845|1857.666667|0.623076916|0.910112381|0.739726007|0.349999845|8|0.627906978|0.910112381|0.74311924|0.349999845|7|0.623076916|0.910112381|0.739726007|0.349999845|28.5|0.623076916|0.910112381|0.739726007|0.349999845|7|Right|
0.673267305|0.76404494|0.715789497|0.449999869|6|0.363207549|0.865168512|0.511627913|0.599999905|10.7|0.351351351|0.876404524|0.501607716|0.549999893|8.8|0.352678567|0.887640476|0.504792333|0.549999893|1853.333333|0.35840708|0.910112381|0.514285743|0.549999893|8|0.399061024|0.95505619|0.562913895|0.449999869|7|0.381165922|0.95505619|0.544871747|0.449999869|27.2|0.356828183|0.910112381|0.512658238|0.549999893|7|Right|
0.661290348|0.921348333|0.769953012|0.299999833|5|0.556521714|0.719101131|0.627450943|0.549999893|7.1|0.545454562|0.674157321|0.603015065|0.549999893|7|0.556521714|0.719101131|0.627450943|0.549999893|1848.333333|0.556521714|0.719101131|0.627450943|0.549999893|5|0.598130822|0.719101131|0.653061271|0.549999893|5|0.587155938|0.719101131|0.646464646|0.549999893|17.1|0.556521714|0.719101131|0.627450943|0.549999893|5|Right|
0.785714269|0.494382024|0.606896579|0.699999928|25|0.151515156|0.505617976|0.23316063|0.699999928|33.2|0.191740409|0.730337083|0.303738326|0.599999905|10.6|0.194690272|0.741573036|0.308411211|0.599999905|1875.666667|0.193452388|0.730337083|0.305882335|0.649999917|16|0.476190478|0.674157321|0.558139563|0.449999869|155|0.391566277|0.730337083|0.509803891|0.649999917|95.7|0.197014928|0.741573036|0.311320752|0.649999917|61|Right|
0.686274529|0.786516845|0.732984304|0.74999994|20|0.242214531|0.786516845|0.370370358|0.74999994|27|0.253289461|0.865168512|0.391857475|0.699999928|9.6|0.251634002|0.865168512|0.389873445|0.699999928|1880.333333|0.256578952|0.876404524|0.396946579|0.699999928|12|0.426229507|0.876404524|0.573529422|0.599999905|33|0.40206185|0.876404524|0.551236749|0.699999928|54.1|0.256578952|0.876404524|0.396946579|0.699999928|40|Right|
0.772727251|0.95505619|0.854271352|0.899999976|6|0.720339|0.95505619|0.821255982|0.899999976|8|0.729729712|0.910112381|0.810000062|0.899999976|8.6|0.719298244|0.921348333|0.807881773|0.899999976|1871|0.728813589|0.966292143|0.830917835|0.899999976|8|0.767857134|0.966292143|0.855721414|0.899999976|7|0.767857134|0.966292143|0.855721414|0.899999976|28|0.728813589|0.966292143|0.830917835|0.899999976|9|Right|
0.754237294|1|0.859903395|0.699999928|15|0.483443707|0.820224702|0.608333349|0.799999952|9|0.475862056|0.775280893|0.589743555|0.799999952|8.5|0.476510078|0.797752798|0.59663862|0.799999952|1865.666667|0.483443707|0.820224702|0.608333349|0.799999952|8|0.728813589|0.966292143|0.830917835|0.74999994|7|0.710743785|0.966292143|0.81904757|0.74999994|28|0.483443707|0.820224702|0.608333349|0.799999952|11|Right|
0.787037015|0.95505619|0.862944186|0.799999952|6|0.763636351|0.943820238|0.844221115|0.849999964|14.2|0.766990304|0.887640476|0.822916687|0.849999964|8.7|0.773584902|0.921348333|0.841025651|0.849999964|1865.333333|0.763636351|0.943820238|0.844221115|0.849999964|8|0.767241359|1|0.868292689|0.74999994|6|0.760683775|1|0.864077687|0.74999994|26.6|0.763636351|0.943820238|0.844221115|0.849999964|12|Right|
0.752136767|0.988764048|0.854368985|0.399999857|5|0.752136767|0.988764048|0.854368985|0.399999857|14.3|0.75454545|0.932584286|0.834170878|0.399999857|8.5|0.758620679|0.988764048|0.858536541|0.399999857|1959|0.752136767|0.988764048|0.854368985|0.399999857|10|0.752136767|0.988764048|0.854368985|0.399999857|6|0.752136767|0.988764048|0.854368985|0.399999857|27.7|0.752136767|0.988764048|0.854368985|0.399999857|7|Right|
0.677966118|0.898876429|0.772946894|0.399999857|6|0.723404229|0.76404494|0.743169367|0.899999976|12.8|0.730337083|0.730337083|0.730337083|0.899999976|12.7|0.717391312|0.741573036|0.729281723|0.899999976|1862.666667|0.723404229|0.76404494|0.743169367|0.899999976|7|0.731182814|0.76404494|0.747252703|0.899999976|6|0.723404229|0.76404494|0.743169367|0.899999976|26.2|0.723404229|0.76404494|0.743169367|0.899999976|9|Right|
0.787037015|0.95505619|0.862944186|0.649999917|3|0.787037015|0.95505619|0.862944186|0.649999917|4.7|0.79207921|0.898876429|0.842105329|0.649999917|10.5|0.779816508|0.95505619|0.858585835|0.599999905|1907|0.787037015|0.95505619|0.862944186|0.649999917|3|0.787037015|0.95505619|0.862944186|0.649999917|3|0.787037015|0.95505619|0.862944186|0.649999917|30.7|0.787037015|0.95505619|0.862944186|0.649999917|4|Right|
0.628787875|0.932584286|0.751131237|0.649999917|6|0.422222227|0.853932559|0.565055788|0.74999994|8|0.417647064|0.797752798|0.548262537|0.74999994|13|0.396135271|0.921348333|0.554054081|0.699999928|1849|0.422222227|0.853932559|0.565055788|0.74999994|11|0.414285719|0.977528095|0.581939816|0.549999893|22|0.416243643|0.921348333|0.573426545|0.699999928|35.3|0.422222227|0.853932559|0.565055788|0.74999994|9|Right|
0.51968503|0.741573036|0.611111104|0.799999952|6|0.5|0.741573036|0.597285032|0.799999952|7.8|0.495999992|0.696629226|0.579439282|0.799999952|9.3|0.496183217|0.730337083|0.590909123|0.799999952|1859|0.5|0.741573036|0.597285032|0.799999952|5|0.503816783|0.741573036|0.599999964|0.799999952|7|0.43589744|0.95505619|0.598591566|0.649999917|38.2|0.5|0.741573036|0.597285032|0.799999952|9|Right|
0.800000012|0.719101131|0.75739646|0.949999988|6|0.800000012|0.719101131|0.75739646|0.949999988|7.8|0.789473712|0.842696607|0.815217435|0.899999976|8.4|0.733333349|0.988764048|0.842105269|0.849999964|1868.333333|0.725000024|0.977528095|0.832535863|0.849999964|8|0.782178223|0.887640476|0.83157897|0.899999976|7|0.725000024|0.977528095|0.832535863|0.849999964|35.8|0.79207921|0.898876429|0.842105329|0.899999976|11|Right|
0.623931646|0.820224702|0.70873785|0.649999917|22|0.46875|0.842696607|0.602409601|0.74999994|8.3|0.470198661|0.797752798|0.591666639|0.74999994|8.7|0.471698105|0.842696607|0.604838729|0.74999994|1865|0.46875|0.842696607|0.602409601|0.74999994|9|0.494318187|0.977528095|0.656603754|0.599999905|21|0.48780489|0.898876429|0.632411122|0.699999928|36.6|0.46875|0.842696607|0.602409601|0.74999994|6|Right|
0.774193525|0.80898875|0.791208744|0.849999964|8|0.774193525|0.80898875|0.791208744|0.849999964|9|0.728155315|0.842696607|0.78125|0.799999952|8.6|0.735849082|0.876404524|0.800000012|0.799999952|1858|0.724770665|0.887640476|0.797979772|0.799999952|12|0.731481493|0.887640476|0.802030444|0.799999952|7|0.724770665|0.887640476|0.797979772|0.799999952|39.3|0.724770665|0.887640476|0.797979772|0.799999952|6|Right|
0.524822712|0.831460655|0.643478274|0.299999833|8|0.521126747|0.831460655|0.640692592|0.299999833|8|0.522727251|0.775280893|0.624434352|0.299999833|8.8|0.524822712|0.831460655|0.643478274|0.299999833|1849.333333|0.521126747|0.831460655|0.640692592|0.299999833|6|0.521126747|0.831460655|0.640692592|0.299999833|7|0.521126747|0.831460655|0.640692592|0.299999833|32.5|0.521126747|0.831460655|0.640692592|0.299999833|6|Right|
0.65289259|0.887640476|0.752380967|0.349999845|7|0.38164252|0.887640476|0.533783793|0.499999881|8.6|0.372549027|0.853932559|0.51877135|0.499999881|8.6|0.368663609|0.898876429|0.522875845|0.449999869|1856.666667|0.374407589|0.887640476|0.526666701|0.499999881|6|0.399082571|0.977528095|0.566775262|0.249999836|7|0.387387395|0.966292143|0.553054631|0.299999833|33.6|0.373271883|0.910112381|0.529411733|0.449999869|7|Right|
0.657894731|0.842696607|0.738916218|0.249999836|4|0.441717803|0.80898875|0.571428597|0.549999893|4.3|0.411764711|0.865168512|0.55797106|0.399999857|5.8|0.414507776|0.898876429|0.567375898|0.399999857|1850.333333|0.441717803|0.80898875|0.571428597|0.549999893|11|0.430851072|0.910112381|0.584837556|0.399999857|4|0.424083769|0.910112381|0.578571439|0.399999857|12.8|0.441717803|0.80898875|0.571428597|0.549999893|2|Right|
