Dataset|Representation Model|Similarity Metric|Duplicates Type|Domain|Valid Pairs|BF Pairs|Average Characters D1|Average Tokens D1|Average Characters D2|Average Tokens D2|Portion of Valid Pairs|CNC Precision|CNC Recall|CNC F-Measure|CNC Threshold|CNC Run-time|RSR Precision|RSR Recall|RSR F-Measure|RSR Threshold|RSR Run-time|RCA Precision|RCA Recall|RCA F-Measure|RCA Threshold|RCA Run-time|BAH Precision|BAH Recall|BAH F-Measure|BAH Threshold|BAH Run-time|BMC Precision|BMC Recall|BMC F-Measure|BMC Threshold|BMC Run-time|EXC Precision|EXC Recall|EXC F-Measure|EXC Threshold|EXC Run-time|KRC Precision|KRC Recall|KRC F-Measure|KRC Threshold|KRC Run-time|UMC Precision|UMC Recall|UMC F-Measure|UMC Threshold|UMC Run-time|BMC Configuration
Amazon-Google Products|CHARACTER_TRIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|One-sided|E-commerce|3803627|4114806|1325|228|259|50|0.924|0.660098493|0.121376812|0.205049738|0.549999893|28|0.398058265|0.259963781|0.314520568|0.299999833|54|0.418197721|0.432971001|0.425456136|0.199999839|61|0.446363628|0.444746375|0.445553541|0.199999839|2129|0.49939248|0.372282594|0.42656979|0.299999833|28|0.586345375|0.26449275|0.364544332|0.249999836|29|0.522147655|0.352355063|0.420767993|0.099999845|513|0.448546737|0.517210126|0.480437517|0.149999842|162|Right
Amazon-Google Products|CHARACTER_TRIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|One-sided|E-commerce|3803627|4114806|1325|228|259|50|0.924|0.599156141|0.128623188|0.211782247|0.199999839|28|0.346551716|0.182065219|0.238717347|0.149999842|45|0.323257774|0.348731875|0.335511953|0.049999844|65|0.394825637|0.317934781|0.352232784|0.099999845|2120|0.384699464|0.318840593|0.34868747|0.099999845|29|0.526522577|0.242753625|0.332300067|0.049999844|78|0.438969761|0.355072469|0.392588884|0.049999844|290|0.379339546|0.405797094|0.392122537|0.049999844|166|Right
Amazon-Google Products|CHARACTER_FOURGRAMS|COSINE_SIMILARITY|One-sided|E-commerce|3799512|4114806|1325|228|259|50|0.923|0.627388537|0.178442031|0.277856112|0.449999869|29|0.394936711|0.282608688|0.329461426|0.399999857|63|0.413397133|0.391304344|0.402047485|0.349999845|59|0.42589438|0.452898562|0.438981563|0.299999833|2124|0.411267608|0.396739125|0.403872758|0.349999845|28|0.566465259|0.339673907|0.424688578|0.299999833|32|0.51026696|0.450181156|0.47834456|0.149999842|650|0.426144749|0.522644937|0.469487369|0.099999845|2016|Right
Amazon-Google Products|CHARACTER_FOURGRAMS_TF_IDF|ARCS_SIMILARITY|One-sided|E-commerce|3799512|4114806|1325|228|259|50|0.923|0.589861751|0.115942031|0.193792582|0.249999836|32|0.340594053|0.155797094|0.213797376|0.149999842|70|0.417959183|0.463768125|0.439673692|0.049999844|67|0.411471307|0.448369563|0.429128736|0.049999844|2137|0.415785193|0.462862313|0.438062578|0.049999844|88|0.5598194|0.224637687|0.320620537|0.049999844|200|0.543455482|0.470108688|0.504128277|0.049999844|572|0.452830195|0.5|0.475247532|0.049999844|664|Right
Amazon-Google Products|CHARACTER_FOURGRAMS_TF_IDF|COSINE_SIMILARITY|One-sided|E-commerce|3799512|4114806|1325|228|259|50|0.923|0.681462169|0.236413047|0.35104236|0.399999857|29|0.478823543|0.368659407|0.416581392|0.349999845|51|0.533226609|0.603260875|0.566085875|0.199999839|59|0.530528069|0.582427561|0.555267751|0.199999839|2133|0.53105098|0.604166687|0.565254271|0.199999839|27|0.654135346|0.472826093|0.548895895|0.149999842|30|0.60620302|0.584239125|0.595018506|0.099999845|196|0.565947235|0.641304374|0.601273894|0.199999839|40|Right
Amazon-Google Products|CHARACTER_FOURGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|3799512|4114806|1325|228|259|50|0.923|0.646302223|0.182065219|0.284098923|0.149999842|29|0.437403411|0.256340593|0.323243886|0.149999842|43|0.435045332|0.521739125|0.474464566|0.049999844|62|0.444869846|0.526268125|0.482157677|0.049999844|2134|0.434389144|0.521739125|0.474074095|0.049999844|28|0.593055546|0.386775374|0.468201756|0.049999844|37|0.55228138|0.526268125|0.538961053|0.049999844|197|0.495064527|0.590579689|0.538620353|0.049999844|56|Right
Amazon-Google Products|CHARACTER_FOURGRAM_GRAPHS|GRAPH_CONTAINMENT_SIMILARITY|One-sided|E-commerce|3408734|4114806|1325|228|259|50|0.828|0.561497331|0.095108695|0.162664592|0.449999869|27|0.438311696|0.244565219|0.313953459|0.449999869|41|0.417832166|0.432971001|0.425266922|0.199999839|59|0.413589358|0.507246375|0.455655009|0.049999844|2135|0.475268811|0.400362313|0.434611619|0.299999833|30|0.631979704|0.225543484|0.332443267|0.299999833|29|0.55384618|0.326086968|0.410490364|0.049999844|772|0.479073256|0.580615938|0.524979532|0.099999845|353|Right
Amazon-Google Products|CHARACTER_FOURGRAM_GRAPHS|GRAPH_NORMALIZED_VALUE_SIMILARITY|One-sided|E-commerce|3408734|4114806|1325|228|259|50|0.828|0.541666687|0.094202898|0.160493836|0.449999869|26|0.449912131|0.231884062|0.306037068|0.399999857|41|0.388797373|0.427536219|0.407247633|0.149999842|65|0.4118644|0.440217406|0.425569206|0.149999842|2119|0.500628948|0.36050725|0.419167995|0.299999833|23|0.560000002|0.215579703|0.311314583|0.249999836|25|0.515601754|0.314311594|0.390545845|0.049999844|640|0.448301315|0.549818814|0.493897468|0.049999844|830|Right
Amazon-Google Products|CHARACTER_FOURGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|One-sided|E-commerce|3408734|4114806|1325|228|259|50|0.828|0.685393274|0.11050725|0.190327615|0.599999905|26|0.413398683|0.229166672|0.294871807|0.299999833|43|0.431798428|0.450181156|0.440798223|0.149999842|58|0.462365597|0.467391312|0.46486491|0.149999842|2140|0.430303037|0.450181156|0.4400177|0.149999842|25|0.594594598|0.259057969|0.360883266|0.149999842|32|0.536516845|0.3460145|0.420704871|0.049999844|541|0.471595317|0.548913062|0.507325232|0.099999845|115|Right
Amazon-Google Products|CHARACTER_FOURGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|One-sided|E-commerce|3408734|4114806|1325|228|259|50|0.828|0.611999989|0.138586953|0.225997046|0.149999842|26|0.405241936|0.182065219|0.251249999|0.149999842|36|0.365692735|0.351449281|0.358429581|0.049999844|61|0.397910744|0.379528999|0.388502568|0.049999844|2119|0.376635522|0.365036219|0.370745182|0.049999844|27|0.545623839|0.265398562|0.357099354|0.049999844|31|0.473498225|0.364130437|0.411674351|0.049999844|171|0.432355732|0.413949281|0.422952354|0.049999844|48|Right
Amazon-Google Products|TOKEN_UNIGRAMS|COSINE_SIMILARITY|One-sided|E-commerce|3398006|4114806|1325|228|259|50|0.826|0.642335773|0.159420297|0.255442679|0.549999893|26|0.436190486|0.207427531|0.281154096|0.549999893|37|0.379760623|0.316123188|0.345032126|0.449999869|61|0.361799806|0.356884062|0.359325141|0.399999857|2114|0.39135021|0.336050719|0.361598462|0.449999869|24|0.568259358|0.301630437|0.394082844|0.249999836|160|0.488966316|0.381340593|0.428498715|0.249999836|492|0.408219188|0.404891312|0.40654847|0.399999857|53|Right
Amazon-Google Products|TOKEN_UNIGRAMS|ENHANCED_JACCARD_SIMILARITY|One-sided|E-commerce|3398006|4114806|1325|228|259|50|0.826|0.633466125|0.144021735|0.23468633|0.249999836|36|0.401174158|0.185688406|0.253869981|0.199999839|47|0.347377479|0.365942031|0.356418163|0.099999845|76|0.404332131|0.304347813|0.34728682|0.149999842|3785|0.420273334|0.334239125|0.37235114|0.149999842|23|0.539568365|0.271739125|0.361445785|0.099999845|61|0.45979616|0.367753625|0.40865624|0.049999844|1032|0.392825902|0.406702906|0.399643987|0.099999845|88|Right
Amazon-Google Products|TOKEN_UNIGRAMS|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|3398006|4114806|1325|228|259|50|0.826|0.596551716|0.156702906|0.248206586|0.199999839|26|0.385852098|0.217391297|0.278099626|0.199999839|39|0.35209924|0.334239125|0.342936784|0.149999842|61|0.370983452|0.345108688|0.357578635|0.149999842|2118|0.479699254|0.288949281|0.360655755|0.199999839|22|0.51111114|0.270833343|0.354055673|0.149999842|27|0.455089808|0.344202906|0.391954601|0.149999842|156|0.405741632|0.384057969|0.39460218|0.149999842|37|Right
Amazon-Google Products|TOKEN_UNIGRAMS_TF_IDF|ARCS_SIMILARITY|One-sided|E-commerce|3398006|4114806|1325|228|259|50|0.826|0.546075106|0.144927531|0.229062289|0.149999842|26|0.359550565|0.202898547|0.259409368|0.099999845|47|0.404494375|0.423913032|0.413976103|0.049999844|60|0.415261745|0.423913032|0.419542819|0.049999844|2135|0.403962106|0.424818844|0.414128035|0.049999844|35|0.527681649|0.276268125|0.362663507|0.049999844|71|0.501068354|0.424818844|0.459803909|0.049999844|244|0.446660876|0.4664855|0.456357986|0.049999844|124|Right
Amazon-Google Products|TOKEN_UNIGRAMS_TF_IDF|COSINE_SIMILARITY|One-sided|E-commerce|3398006|4114806|1325|228|259|50|0.826|0.674358964|0.23822464|0.352074981|0.449999869|26|0.49223417|0.373188406|0.424523443|0.399999857|52|0.491385758|0.594202876|0.537925303|0.149999842|59|0.501864254|0.609601438|0.550511241|0.099999845|2128|0.491766453|0.595108688|0.538524568|0.149999842|25|0.637755096|0.452898562|0.529661|0.149999842|30|0.59849906|0.577898562|0.588018477|0.099999845|182|0.538580239|0.632246375|0.581666648|0.199999839|39|Right
Amazon-Google Products|TOKEN_UNIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|3398006|4114806|1325|228|259|50|0.826|0.65420562|0.190217391|0.294736862|0.199999839|27|0.403439164|0.276268125|0.327956975|0.149999842|49|0.462802768|0.484601438|0.473451316|0.099999845|57|0.485040784|0.484601438|0.484821022|0.099999845|2119|0.462199301|0.487318844|0.474426806|0.099999845|23|0.589060307|0.380434781|0.462300509|0.049999844|43|0.546411455|0.517210126|0.531409979|0.049999844|194|0.486567169|0.590579689|0.533551514|0.049999844|70|Right
Amazon-Google Products|TOKEN_UNIGRAM_GRAPHS|GRAPH_CONTAINMENT_SIMILARITY|One-sided|E-commerce|803523|4114806|1325|228|259|50|0.195|0.643097639|0.17300725|0.272662401|0.499999881|7|0.44035089|0.227355078|0.299880564|0.349999845|17|0.415833324|0.45199275|0.433159709|0.099999845|48|0.413644224|0.433876812|0.423519015|0.099999845|2162|0.411764711|0.450181156|0.430116832|0.099999845|9|0.587703407|0.294384062|0.392275184|0.149999842|12|0.525056958|0.417572469|0.465186656|0.099999845|67|0.472434253|0.504528999|0.487954438|0.099999845|24|Right
Amazon-Google Products|TOKEN_UNIGRAM_GRAPHS|GRAPH_NORMALIZED_VALUE_SIMILARITY|One-sided|E-commerce|803523|4114806|1325|228|259|50|0.195|0.642335773|0.159420297|0.255442679|0.499999881|7|0.456238359|0.221920297|0.298598439|0.349999845|17|0.394629776|0.439311594|0.41577369|0.099999845|43|0.444331974|0.397644937|0.419694096|0.149999842|2123|0.437560499|0.409420282|0.423022896|0.149999842|7|0.576642334|0.286231875|0.382566571|0.199999839|8|0.513112903|0.407608688|0.45431599|0.099999845|57|0.456414461|0.502717376|0.478448272|0.099999845|22|Right
Amazon-Google Products|TOKEN_UNIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|One-sided|E-commerce|803523|4114806|1325|228|259|50|0.195|0.634751797|0.162137687|0.258297265|0.399999857|8|0.459724963|0.211956516|0.290142596|0.299999833|15|0.431338042|0.443840593|0.43750003|0.099999845|44|0.497136325|0.393115938|0.439049095|0.149999842|2121|0.432195961|0.447463781|0.439697355|0.099999845|8|0.593103468|0.311594188|0.408551067|0.099999845|11|0.52422905|0.431159407|0.473161012|0.049999844|88|0.492895216|0.502717376|0.497757822|0.099999845|16|Right
Amazon-Google Products|TOKEN_UNIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|One-sided|E-commerce|803523|4114806|1325|228|259|50|0.195|0.593869746|0.140398547|0.227106214|0.149999842|7|0.386054426|0.205615938|0.268321484|0.099999845|21|0.385350317|0.328804344|0.354838699|0.049999844|42|0.412081987|0.3460145|0.376169384|0.049999844|2193|0.405405402|0.353260875|0.377541155|0.049999844|7|0.535461009|0.273550719|0.362110347|0.049999844|9|0.487989873|0.349637687|0.407387882|0.049999844|47|0.455590397|0.394927531|0.423095584|0.049999844|13|Right
Amazon-Google Products|TOKEN_BIGRAMS|COSINE_SIMILARITY|One-sided|E-commerce|1074617|4114806|1325|228|259|50|0.261|0.65749234|0.194746375|0.300489157|0.249999836|9|0.419654727|0.286231875|0.340333879|0.199999839|31|0.468333334|0.509057999|0.487847239|0.099999845|47|0.481770843|0.502717376|0.492021263|0.099999845|2107|0.469217956|0.510869563|0.48915869|0.099999845|9|0.613772452|0.371376812|0.462753952|0.099999845|12|0.567620933|0.520833313|0.543221533|0.049999844|89|0.486183733|0.589673936|0.532951355|0.049999844|44|Right
Amazon-Google Products|TOKEN_BIGRAMS|ENHANCED_JACCARD_SIMILARITY|One-sided|E-commerce|1074617|4114806|1325|228|259|50|0.261|0.601286173|0.169384062|0.264310956|0.099999845|9|0.448343068|0.208333328|0.284477413|0.099999845|17|0.468036532|0.371376812|0.414141417|0.049999844|45|0.490104765|0.381340593|0.428935319|0.049999844|2104|0.498905897|0.413043469|0.451932579|0.049999844|9|0.60163933|0.332427531|0.428238034|0.049999844|11|0.563591003|0.409420282|0.474291712|0.049999844|57|0.527593791|0.432971001|0.475621879|0.049999844|14|Right
Amazon-Google Products|TOKEN_BIGRAMS|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|1074617|4114806|1325|228|259|50|0.261|0.597864747|0.152173907|0.242599279|0.099999845|9|0.461377859|0.200181156|0.279216677|0.099999845|16|0.43580246|0.319746375|0.36886102|0.049999844|45|0.490752161|0.36050725|0.415665805|0.049999844|2122|0.492485553|0.385869563|0.432706922|0.049999844|8|0.592592597|0.304347813|0.402154416|0.049999844|10|0.562082767|0.381340593|0.454398274|0.049999844|56|0.526806533|0.409420282|0.460754305|0.049999844|13|Right
Amazon-Google Products|TOKEN_BIGRAMS_TF_IDF|ARCS_SIMILARITY|One-sided|E-commerce|1074617|4114806|1325|228|259|50|0.261|0.698529422|0.258152187|0.376984119|0.049999844|9|0.507731974|0.356884062|0.419148922|0.049999844|25|0.535956562|0.357789844|0.42911461|0.049999844|45|0.568093359|0.396739125|0.467199981|0.049999844|2145|0.563679218|0.432971001|0.489754081|0.049999844|9|0.626972735|0.395833343|0.485285968|0.049999844|9|0.599241495|0.429347813|0.50026387|0.049999844|55|0.571597636|0.4375|0.495638818|0.049999844|12|Right
Amazon-Google Products|TOKEN_BIGRAMS_TF_IDF|COSINE_SIMILARITY|One-sided|E-commerce|1074617|4114806|1325|228|259|50|0.261|0.685365856|0.254528999|0.371202111|0.199999839|9|0.479647964|0.394927531|0.433184296|0.149999842|35|0.559585512|0.586956501|0.572944283|0.099999845|47|0.543538034|0.537137687|0.540318906|0.099999845|2111|0.550985456|0.582427561|0.566270351|0.099999845|10|0.670440257|0.482789844|0.561348081|0.049999844|11|0.609962404|0.587862313|0.59870851|0.049999844|62|0.556495011|0.655797124|0.602078974|0.049999844|17|Right
Amazon-Google Products|TOKEN_BIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|1074617|4114806|1325|228|259|50|0.261|0.623333335|0.169384062|0.26638177|0.099999845|9|0.399739593|0.278079718|0.327991456|0.049999844|37|0.489771366|0.368659407|0.420671821|0.049999844|45|0.546553791|0.409420282|0.468151182|0.049999844|2099|0.532203376|0.426630437|0.473604828|0.049999844|10|0.626749635|0.365036219|0.461362332|0.049999844|10|0.584692597|0.422101438|0.49026832|0.049999844|55|0.569334865|0.457427531|0.507282794|0.049999844|13|Right
Amazon-Google Products|TOKEN_BIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|One-sided|E-commerce|88338|4114806|1325|228|259|50|0.021|0.622580647|0.174818844|0.272984415|0.149999842|2|0.435114503|0.258152187|0.324047744|0.099999845|15|0.492290735|0.404891312|0.444333971|0.049999844|40|0.497732431|0.397644937|0.442094654|0.049999844|2163|0.507919729|0.435688406|0.46903947|0.049999844|2|0.592063487|0.337862313|0.430219144|0.049999844|3|0.567035675|0.417572469|0.480959803|0.049999844|8|0.524012804|0.444746375|0.48113668|0.049999844|4|Right
Amazon-Google Products|TOKEN_BIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|One-sided|E-commerce|88338|4114806|1325|228|259|50|0.021|0.61371839|0.1539855|0.246198386|0.049999844|2|0.437619954|0.206521735|0.280615389|0.049999844|11|0.452586204|0.190217391|0.267857134|0.049999844|39|0.526112199|0.246376812|0.33559531|0.049999844|2227|0.538053095|0.275362313|0.364289999|0.049999844|6|0.59325844|0.239130437|0.340865076|0.049999844|2|0.576402307|0.269927531|0.367674291|0.049999844|6|0.559139788|0.282608688|0.375451237|0.049999844|3|Right
Amazon-Google Products|TOKEN_TRIGRAMS|COSINE_SIMILARITY|One-sided|E-commerce|177165|4114806|1325|228|259|50|0.043|0.677316308|0.192028984|0.299223721|0.149999842|3|0.418109179|0.284420282|0.338544488|0.099999845|28|0.486866802|0.470108688|0.478341043|0.049999844|40|0.504873276|0.469202906|0.486384988|0.049999844|2130|0.493554324|0.48550725|0.489497691|0.049999844|5|0.645510852|0.377717406|0.476571441|0.049999844|5|0.587125421|0.479166657|0.527680814|0.049999844|16|0.53867662|0.523550749|0.531006038|0.049999844|9|Right
Amazon-Google Products|TOKEN_TRIGRAMS|ENHANCED_JACCARD_SIMILARITY|One-sided|E-commerce|177165|4114806|1325|228|259|50|0.043|0.668896317|0.181159422|0.285103351|0.049999844|3|0.46466431|0.23822464|0.314970076|0.049999844|14|0.472380966|0.224637687|0.304481298|0.049999844|39|0.55130434|0.287137687|0.377605706|0.049999844|2278|0.547770679|0.311594188|0.397228628|0.049999844|4|0.623246491|0.281702906|0.388022453|0.049999844|3|0.59827584|0.314311594|0.412114024|0.049999844|11|0.574193537|0.322463781|0.412993014|0.049999844|4|Right
Amazon-Google Products|TOKEN_TRIGRAMS|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|177165|4114806|1325|228|259|50|0.043|0.620071709|0.156702906|0.250180751|0.049999844|4|0.467307687|0.220108703|0.299261093|0.049999844|11|0.454746127|0.186594203|0.264611453|0.049999844|39|0.544256091|0.261775374|0.353516847|0.049999844|2122|0.533807814|0.271739125|0.360144049|0.049999844|5|0.607142866|0.246376812|0.350515455|0.049999844|3|0.580896676|0.269927531|0.368583769|0.049999844|11|0.561717331|0.284420282|0.37763074|0.049999844|3|Right
Amazon-Google Products|TOKEN_TRIGRAMS_TF_IDF|ARCS_SIMILARITY|One-sided|E-commerce|177165|4114806|1325|228|259|50|0.043|0.636363626|0.221920297|0.329079896|0.049999844|3|0.507992923|0.259057969|0.343131393|0.049999844|8|0.48801744|0.202898547|0.286628276|0.049999844|39|0.546168983|0.251811594|0.344699323|0.049999844|2095|0.542460978|0.2835145|0.372397393|0.049999844|5|0.597585499|0.269021749|0.371018142|0.049999844|3|0.569597065|0.281702906|0.376969695|0.049999844|11|0.542608678|0.282608688|0.371649772|0.049999844|3|Right
Amazon-Google Products|TOKEN_TRIGRAMS_TF_IDF|COSINE_SIMILARITY|One-sided|E-commerce|177165|4114806|1325|228|259|50|0.043|0.698666692|0.237318844|0.354293436|0.149999842|3|0.546751201|0.3125|0.397694528|0.149999842|12|0.528901756|0.497282594|0.512605071|0.049999844|39|0.538076162|0.486413032|0.510941923|0.049999844|2113|0.540845096|0.521739125|0.53112036|0.049999844|7|0.648173213|0.433876812|0.519804657|0.049999844|3|0.605800211|0.510869563|0.554299772|0.049999844|12|0.576850116|0.550724626|0.563484788|0.049999844|5|Right
Amazon-Google Products|TOKEN_TRIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|One-sided|E-commerce|177165|4114806|1325|228|259|50|0.043|0.657051265|0.185688406|0.28954801|0.049999844|3|0.507874012|0.233695656|0.320099264|0.049999844|9|0.481042653|0.183876812|0.266055048|0.049999844|39|0.573737383|0.257246375|0.355222017|0.049999844|2183|0.56561923|0.277173907|0.372036487|0.049999844|4|0.622222245|0.253623188|0.360360354|0.049999844|4|0.600397587|0.273550719|0.375855625|0.049999844|11|0.590316594|0.287137687|0.386349797|0.049999844|3|Right
Amazon-Google Products|TOKEN_TRIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|One-sided|E-commerce|16216|4114806|1325|228|259|50|0.004|0.60150373|0.144927531|0.233576655|0.049999844|1|0.48984772|0.174818844|0.257676929|0.049999844|7|0.466257662|0.137681156|0.212587416|0.049999844|38|0.570666671|0.193840578|0.289384723|0.049999844|2278|0.548780501|0.203804344|0.297225893|0.049999844|2|0.593659937|0.186594203|0.283942103|0.049999844|1|0.582677186|0.201086953|0.298989892|0.049999844|2|0.562653542|0.207427531|0.30311054|0.049999844|2|Right
DBLP-ACM|CHARACTER_BIGRAMS|COSINE_SIMILARITY|Balanced|Bibliographic|6001034|6001104|122|21|145|25|1|0.999464691|0.839478433|0.912512243|0.799999952|51|0.97174865|0.89703238|0.932896852|0.799999952|68|0.975343764|0.924910069|0.949457705|0.699999928|146|0.978105664|0.924010813|0.950289011|0.699999928|2015|0.985067844|0.978866935|0.981957614|0.699999928|57|0.996619999|0.928057551|0.961117566|0.699999928|44|0.990384638|0.972571969|0.98139745|0.649999917|275|0.985637367|0.987410069|0.986522913|0.649999917|65|Left
DBLP-ACM|CHARACTER_BIGRAMS_TF_IDF|ARCS_SIMILARITY|Balanced|Bibliographic|6001034|6001104|122|21|145|25|1|1|0.447392076|0.618204415|0.399999857|47|0.912148237|0.597571969|0.72208643|0.349999845|93|0.858326077|0.885341704|0.871624589|0.049999844|164|0.916074574|0.927607894|0.921805143|0.149999842|2260|0.942008495|0.898381293|0.919677794|0.249999836|102|0.999000013|0.898381293|0.946022749|0.199999839|388|0.994508028|0.977068365|0.985711038|0.099999845|3668|0.983219981|0.974820137|0.979002059|0.199999839|1815|Left
DBLP-ACM|CHARACTER_BIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|Balanced|Bibliographic|5971551|6001104|122|21|145|25|0.995|0.999501467|0.901528776|0.947990537|0.699999928|46|0.975195229|0.954586327|0.964780748|0.649999917|69|0.97096777|0.947392106|0.959035039|0.499999881|145|0.985748231|0.933003604|0.958650947|0.599999905|2607|0.982022464|0.982464015|0.98224318|0.599999905|57|0.994859815|0.957284153|0.975710392|0.599999905|46|0.990036249|0.982913673|0.986462057|0.449999869|265|0.983928561|0.991007209|0.987455189|0.499999881|65|Left
DBLP-ACM|CHARACTER_BIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|Balanced|Bibliographic|5971551|6001104|122|21|145|25|0.995|1|0.85836333|0.923784137|0.599999905|48|0.964962125|0.916366935|0.940036952|0.549999893|71|0.960270882|0.956384897|0.958323956|0.349999845|144|0.983939528|0.936600745|0.959686697|0.449999869|2886|0.983288169|0.978866935|0.981072545|0.449999869|56|0.995206118|0.933453262|0.963341057|0.449999869|46|0.989464045|0.971222997|0.980258703|0.349999845|286|0.978999078|0.985161841|0.982070804|0.399999857|67|Left
DBLP-ACM|CHARACTER_TRIGRAMS|COSINE_SIMILARITY|Balanced|Bibliographic|5965059|6001104|122|21|145|25|0.994|0.999485612|0.873651087|0.932341635|0.699999928|49|0.967772067|0.931654692|0.949370027|0.649999917|73|0.967844188|0.960881293|0.964350164|0.449999869|138|0.98948878|0.931205034|0.959462583|0.599999905|2954|0.986048579|0.985161841|0.985605001|0.549999893|58|0.995244861|0.94109714|0.967413902|0.549999893|45|0.991769552|0.975269794|0.983450472|0.499999881|299|0.985695124|0.991456807|0.988567591|0.499999881|62|Left
DBLP-ACM|CHARACTER_TRIGRAMS|ENHANCED_JACCARD_SIMILARITY|Balanced|Bibliographic|5965059|6001104|122|21|145|25|0.994|0.999493957|0.888039589|0.940476239|0.499999881|48|0.969302297|0.937050343|0.95290345|0.449999869|72|0.97374481|0.950539589|0.962002277|0.299999833|152|0.988049686|0.929406464|0.957831323|0.399999857|2093|0.984705329|0.984262586|0.984483898|0.349999845|57|0.995258391|0.943794966|0.968843758|0.349999845|43|0.991780818|0.976618707|0.98414135|0.249999836|265|0.990090072|0.988309324|0.989198923|0.349999845|63|Left
DBLP-ACM|CHARACTER_TRIGRAMS_TF_IDF|ARCS_SIMILARITY|Balanced|Bibliographic|5965059|6001104|122|21|145|25|0.994|1|0.656025171|0.792288899|0.149999842|45|0.918399155|0.794514418|0.851976871|0.149999842|82|0.921681404|0.936600745|0.929081261|0.049999844|154|0.973100543|0.927158296|0.949574053|0.099999845|3178|0.986295104|0.970773399|0.97847271|0.099999845|60|0.998519242|0.909622312|0.951999962|0.099999845|43|0.991803288|0.979316533|0.985520303|0.049999844|452|0.979582787|0.992356122|0.985928118|0.049999844|281|Left
DBLP-ACM|CHARACTER_TRIGRAMS_TF_IDF|COSINE_SIMILARITY|Balanced|Bibliographic|5965059|6001104|122|21|145|25|0.994|0.999480247|0.864658296|0.92719382|0.699999928|48|0.96690309|0.919514418|0.942613542|0.699999928|71|0.967356324|0.946043193|0.956581116|0.399999857|138|0.974145889|0.948741019|0.961275637|0.399999857|2019|0.981597841|0.98336333|0.982479751|0.449999869|59|0.996663511|0.940197825|0.967607677|0.599999905|44|0.991316259|0.975269794|0.983227551|0.449999869|281|0.986535013|0.988309324|0.987421393|0.449999869|67|Left
DBLP-ACM|CHARACTER_TRIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|Balanced|Bibliographic|5519528|6001104|122|21|145|25|0.92|1|0.857014418|0.923002422|0.549999893|42|0.973632813|0.896582723|0.933520555|0.549999893|60|0.956034124|0.958183467|0.957107604|0.299999833|131|0.986551404|0.923561156|0.954017639|0.449999869|2019|0.985818863|0.968974829|0.977324307|0.449999869|56|0.99567306|0.931205034|0.962360561|0.449999869|42|0.987197101|0.970773399|0.978916407|0.249999836|252|0.980365932|0.987859726|0.984098554|0.349999845|65|Left
DBLP-ACM|CHARACTER_FOURGRAMS|COSINE_SIMILARITY|Balanced|Bibliographic|5515339|6001104|122|21|145|25|0.919|0.99949187|0.884442449|0.938454211|0.649999917|42|0.975343764|0.924910069|0.949457705|0.649999917|58|0.965626419|0.959982038|0.962795973|0.399999857|132|0.982555389|0.937050343|0.959263504|0.499999881|2010|0.983385742|0.984712243|0.984048545|0.499999881|55|0.995262921|0.944694221|0.969319463|0.499999881|38|0.990863383|0.975269794|0.983004808|0.399999857|247|0.986061156|0.986061156|0.986061156|0.499999881|58|Left
DBLP-ACM|CHARACTER_FOURGRAMS|ENHANCED_JACCARD_SIMILARITY|Balanced|Bibliographic|5515339|6001104|122|21|145|25|0.919|0.999492645|0.885791361|0.939213395|0.449999869|46|0.972667277|0.928057551|0.949838877|0.449999869|71|0.967198193|0.954586327|0.960850894|0.249999836|132|0.973635495|0.946492791|0.959872246|0.249999836|2020|0.985972822|0.97976619|0.982859731|0.349999845|55|0.994312823|0.943345308|0.968158782|0.299999833|38|0.990863383|0.975269794|0.983004808|0.249999836|276|0.98608619|0.987859726|0.986972213|0.299999833|55|Left
