Dataset|Representation Model|Similarity Metric|Duplicates Type|Domain|Valid Pairs|BF Pairs|Average Characters D1|Average Tokens D1|Average Characters D2|Average Tokens D2|Portion of Valid Pairs|CNC Precision|CNC Recall|CNC F-Measure|CNC Threshold|CNC Run-time|RSR Precision|RSR Recall|RSR F-Measure|RSR Threshold|RSR Run-time|RCA Precision|RCA Recall|RCA F-Measure|RCA Threshold|RCA Run-time|BAH Precision|BAH Recall|BAH F-Measure|BAH Threshold|BAH Run-time|BMC Precision|BMC Recall|BMC F-Measure|BMC Threshold|BMC Run-time|EXC Precision|EXC Recall|EXC F-Measure|EXC Threshold|EXC Run-time|KRC Precision|KRC Recall|KRC F-Measure|KRC Threshold|KRC Run-time|UMC Precision|UMC Recall|UMC F-Measure|UMC Threshold|UMC Run-time|BMC Configuration
Restaurants|CHARACTER_BIGRAMS|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.758241773|0.775280893|0.766666651|0.949999988|11|0.758241773|0.775280893|0.766666651|0.949999988|46|0.738738716|0.921348333|0.819999993|0.899999976|23|0.747826099|0.966292143|0.843137264|0.899999976|1941|0.743589759|0.977528095|0.844660223|0.899999976|16|0.811320782|0.966292143|0.882051349|0.899999976|15|0.778761089|0.988764048|0.871287107|0.899999976|81|0.771929801|0.988764048|0.866995096|0.899999976|21|Right
Restaurants|CHARACTER_BIGRAMS|ENHANCED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.780952394|0.921348333|0.845360816|0.699999928|19|0.379629642|0.921348333|0.537704945|0.699999928|50|0.364406794|0.966292143|0.529230773|0.649999917|14|0.365546227|0.977528095|0.532110095|0.649999917|2020|0.370833337|1|0.541033387|0.649999917|19|0.741666675|1|0.851674676|0.649999917|22|0.728070199|0.932584286|0.817734003|0.699999928|119|0.370833337|1|0.541033387|0.649999917|40|Right
Restaurants|CHARACTER_BIGRAMS|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.798076928|0.932584286|0.860103667|0.799999952|8|0.786666691|0.662921369|0.719512224|0.899999976|34|0.777777791|0.629213512|0.695652187|0.899999976|9|0.783783793|0.651685417|0.711656451|0.899999976|1881|0.786666691|0.662921369|0.719512224|0.899999976|12|0.796296299|0.966292143|0.873096406|0.799999952|8|0.754385948|0.966292143|0.847290635|0.799999952|47|0.786666691|0.662921369|0.719512224|0.899999976|9|Right
Restaurants|CHARACTER_BIGRAMS_TF_IDF|ARCS_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.732673287|0.831460655|0.778947413|0.449999869|6|0.655172408|0.853932559|0.741463363|0.449999869|8|0.688073397|0.842696607|0.75757575|0.449999869|9|0.686956525|0.887640476|0.774509788|0.449999869|1903|0.689655185|0.898876429|0.780487776|0.449999869|13|0.689655185|0.898876429|0.780487776|0.449999869|7|0.689655185|0.898876429|0.780487776|0.449999869|41|0.689655185|0.898876429|0.780487776|0.449999869|9|Right
Restaurants|CHARACTER_BIGRAMS_TF_IDF|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.730000019|0.820224702|0.772486746|0.499999881|7|0.384976536|0.921348333|0.543046415|0.699999928|8|0.373205751|0.876404524|0.523489952|0.699999928|10|0.377358496|0.898876429|0.531561494|0.699999928|1883|0.377880186|0.921348333|0.53594774|0.699999928|12|0.411214948|0.988764048|0.580858052|0.599999905|7|0.398190051|0.988764048|0.56774193|0.599999905|32|0.377880186|0.921348333|0.53594774|0.699999928|8|Right
Restaurants|CHARACTER_BIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|618971|764784|107|21|111|21|0.809|0.702702701|0.876404524|0.779999971|0.349999845|6|0.4969697|0.921348333|0.645669281|0.549999893|7|0.487341762|0.865168512|0.62348175|0.549999893|11|0.506172836|0.921348333|0.653386414|0.549999893|1952|0.491017967|0.921348333|0.64062506|0.549999893|6|0.52903223|0.921348333|0.672131121|0.549999893|5|0.515723288|0.921348333|0.661290348|0.549999893|23|0.491017967|0.921348333|0.64062506|0.549999893|8|Right
Restaurants|CHARACTER_BIGRAM_GRAPHS|GRAPH_CONTAINMENT_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.75|0.606741548|0.670807421|0.74999994|10|0.218390808|0.640449464|0.32571429|0.74999994|14|0.201834857|0.741573036|0.317307711|0.699999928|10|0.206489682|0.786516845|0.32710281|0.399999857|1851|0.20058997|0.76404494|0.31775701|0.649999917|15|0.555555582|0.730337083|0.631067991|0.399999857|133|0.333333343|0.752808988|0.462068975|0.699999928|42|0.203539819|0.775280893|0.322429895|0.399999857|296|Right
Restaurants|CHARACTER_BIGRAM_GRAPHS|GRAPH_NORMALIZED_VALUE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.651162803|0.314606756|0.424242437|0.74999994|12|0.11570248|0.314606756|0.169184282|0.74999994|18|0.159292042|0.606741548|0.252336472|0.649999917|14|0.162241891|0.6179775|0.257009357|0.349999845|1853|0.159292042|0.606741548|0.252336472|0.649999917|17|0.481481493|0.584269643|0.527918816|0.449999869|103|0.274111688|0.606741548|0.377622366|0.649999917|87|0.162241891|0.6179775|0.257009357|0.649999917|42|Right
Restaurants|CHARACTER_TRIGRAMS|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.781609178|0.76404494|0.772727311|0.949999988|6|0.781609178|0.76404494|0.772727311|0.949999988|8|0.778846145|0.910112381|0.839378238|0.899999976|9|0.764150918|0.910112381|0.8307693|0.899999976|1960|0.788990855|0.966292143|0.868686914|0.899999976|7|0.788990855|0.966292143|0.868686914|0.899999976|6|0.788990855|0.966292143|0.868686914|0.899999976|28|0.788990855|0.966292143|0.868686914|0.899999976|10|Right
Restaurants|CHARACTER_TRIGRAMS|ENHANCED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.775700927|0.932584286|0.846938789|0.649999917|23|0.362445414|0.932584286|0.522012591|0.649999917|28|0.360000014|0.910112381|0.515923619|0.649999917|10|0.366812229|0.943820238|0.528301895|0.649999917|1933|0.366812229|0.943820238|0.528301895|0.649999917|15|0.75|0.943820238|0.835820913|0.649999917|17|0.682926834|0.943820238|0.792452812|0.649999917|58|0.366812229|0.943820238|0.528301895|0.649999917|33|Right
Restaurants|CHARACTER_TRIGRAMS|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.791666687|0.853932559|0.821621656|0.799999952|6|0.633333325|0.853932559|0.727272749|0.799999952|8|0.628318608|0.797752798|0.702970326|0.799999952|9|0.727272749|0.719101131|0.723163843|0.849999964|1940|0.633333325|0.853932559|0.727272749|0.799999952|6|0.787037015|0.95505619|0.862944186|0.74999994|8|0.758928597|0.95505619|0.845771253|0.74999994|39|0.633333325|0.853932559|0.727272749|0.799999952|9|Right
Restaurants|CHARACTER_TRIGRAMS_TF_IDF|ARCS_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.66355139|0.797752798|0.724489808|0.399999857|6|0.639639616|0.797752798|0.709999919|0.399999857|8|0.610687017|0.898876429|0.727272749|0.349999845|9|0.622222245|0.943820238|0.75000006|0.349999845|1850|0.615942001|0.95505619|0.748898685|0.349999845|5|0.62043798|0.95505619|0.752212405|0.349999845|6|0.615942001|0.95505619|0.748898685|0.349999845|26|0.615942001|0.95505619|0.748898685|0.349999845|8|Right
Restaurants|CHARACTER_TRIGRAMS_TF_IDF|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.611940324|0.921348333|0.735425949|0.549999893|6|0.376190484|0.887640476|0.528428137|0.649999917|8|0.359307349|0.932584286|0.518750012|0.549999893|10|0.377990425|0.887640476|0.530201316|0.649999917|1843|0.362869203|0.966292143|0.527607381|0.549999893|5|0.415094346|0.988764048|0.584717631|0.499999881|6|0.394618839|0.988764048|0.56410253|0.499999881|30|0.372641504|0.887640476|0.524916947|0.649999917|8|Right
Restaurants|CHARACTER_TRIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|482012|764784|107|21|111|21|0.63|0.689075649|0.921348333|0.788461506|0.299999833|5|0.551181078|0.786516845|0.64814806|0.549999893|6|0.545454562|0.741573036|0.628571451|0.549999893|7|0.553718984|0.752808988|0.63809526|0.549999893|1844|0.551181078|0.786516845|0.64814806|0.549999893|4|0.588235319|0.786516845|0.673076928|0.549999893|4|0.578512371|0.786516845|0.666666627|0.549999893|19|0.551181078|0.786516845|0.64814806|0.549999893|5|Right
Restaurants|CHARACTER_TRIGRAM_GRAPHS|GRAPH_NORMALIZED_VALUE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.727272749|0.359550565|0.48120299|0.699999928|21|0.114186853|0.370786518|0.174603179|0.699999928|43|0.171091452|0.651685417|0.271028042|0.599999905|12|0.175595239|0.662921369|0.277647078|0.649999917|1855|0.172619045|0.651685417|0.272941172|0.649999917|11|0.483050853|0.640449464|0.550724626|0.449999869|106|0.306878299|0.651685417|0.41726619|0.649999917|78|0.17699115|0.674157321|0.280373812|0.599999905|81|Right
Restaurants|CHARACTER_TRIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.806818187|0.797752798|0.802259862|0.649999917|27|0.244147152|0.820224702|0.376288682|0.699999928|179|0.262536883|1|0.415887862|0.549999893|11|0.25958702|0.988764048|0.411214978|0.549999893|1863|0.262536883|1|0.415887862|0.549999893|15|0.49444443|1|0.661710024|0.449999869|104|0.397321433|1|0.568690062|0.549999893|121|0.262536883|1|0.415887862|0.549999893|96|Right
Restaurants|CHARACTER_FOURGRAMS|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.807692289|0.707865179|0.754490972|0.949999988|6|0.807692289|0.707865179|0.754490972|0.949999988|8|0.769230783|0.898876429|0.829015553|0.899999976|9|0.787037015|0.95505619|0.862944186|0.899999976|1860|0.787037015|0.95505619|0.862944186|0.899999976|6|0.811320782|0.966292143|0.882051349|0.849999964|13|0.78761059|1|0.881188154|0.849999964|48|0.796296299|0.966292143|0.873096406|0.899999976|8|Right
Restaurants|CHARACTER_FOURGRAMS|ENHANCED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.759615362|0.887640476|0.818652809|0.649999917|24|0.352678567|0.887640476|0.504792333|0.649999917|30|0.324723244|0.988764048|0.48888889|0.599999905|10|0.333333343|0.853932559|0.479495287|0.649999917|1855|0.344827592|0.898876429|0.498442352|0.649999917|10|0.689922452|1|0.816513717|0.599999905|18|0.634920657|0.898876429|0.744186044|0.649999917|58|0.344827592|0.898876429|0.498442352|0.649999917|35|Right
Restaurants|CHARACTER_FOURGRAMS|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.797752798|0.797752798|0.797752798|0.799999952|7|0.653061211|0.719101131|0.684491992|0.849999964|9|0.635416687|0.685393274|0.659459472|0.849999964|9|0.639175236|0.696629226|0.666666687|0.849999964|1846|0.646464646|0.719101131|0.680851102|0.849999964|5|0.794392526|0.95505619|0.867346942|0.74999994|9|0.752212405|0.95505619|0.841584206|0.74999994|36|0.646464646|0.719101131|0.680851102|0.849999964|8|Right
Restaurants|CHARACTER_FOURGRAMS_TF_IDF|ARCS_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.622047246|0.887640476|0.731481493|0.349999845|6|0.660550475|0.80898875|0.727272809|0.399999857|9|0.622950792|0.853932559|0.720379114|0.349999845|9|0.629921257|0.898876429|0.740740776|0.349999845|1847|0.623076916|0.910112381|0.739726007|0.349999845|6|0.627906978|0.910112381|0.74311924|0.349999845|6|0.623076916|0.910112381|0.739726007|0.349999845|27|0.623076916|0.910112381|0.739726007|0.349999845|8|Right
Restaurants|CHARACTER_FOURGRAMS_TF_IDF|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.673267305|0.76404494|0.715789497|0.449999869|7|0.363207549|0.865168512|0.511627913|0.599999905|10|0.351351351|0.876404524|0.501607716|0.549999893|9|0.352678567|0.887640476|0.504792333|0.549999893|1860|0.35840708|0.910112381|0.514285743|0.549999893|6|0.399061024|0.95505619|0.562913895|0.449999869|7|0.381165922|0.95505619|0.544871747|0.449999869|28|0.356828183|0.910112381|0.512658238|0.549999893|9|Right
Restaurants|CHARACTER_FOURGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|465398|764784|107|21|111|21|0.609|0.661290348|0.921348333|0.769953012|0.299999833|5|0.556521714|0.719101131|0.627450943|0.549999893|6|0.545454562|0.674157321|0.603015065|0.549999893|7|0.556521714|0.719101131|0.627450943|0.549999893|1850|0.556521714|0.719101131|0.627450943|0.549999893|4|0.598130822|0.719101131|0.653061271|0.549999893|4|0.587155938|0.719101131|0.646464646|0.549999893|17|0.556521714|0.719101131|0.627450943|0.549999893|5|Right
Restaurants|CHARACTER_FOURGRAM_GRAPHS|GRAPH_NORMALIZED_VALUE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.785714269|0.494382024|0.606896579|0.699999928|23|0.151515156|0.505617976|0.23316063|0.699999928|33|0.191740409|0.730337083|0.303738326|0.599999905|12|0.194690272|0.741573036|0.308411211|0.599999905|1853|0.193452388|0.730337083|0.305882335|0.649999917|13|0.476190478|0.674157321|0.558139563|0.449999869|111|0.391566277|0.730337083|0.509803891|0.649999917|99|0.197014928|0.741573036|0.311320752|0.649999917|68|Right
Restaurants|CHARACTER_FOURGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.686274529|0.786516845|0.732984304|0.74999994|19|0.242214531|0.786516845|0.370370358|0.74999994|27|0.253289461|0.865168512|0.391857475|0.699999928|10|0.251634002|0.865168512|0.389873445|0.699999928|1922|0.256578952|0.876404524|0.396946579|0.699999928|9|0.426229507|0.876404524|0.573529422|0.599999905|24|0.40206185|0.876404524|0.551236749|0.699999928|53|0.256578952|0.876404524|0.396946579|0.699999928|33|Right
Restaurants|TOKEN_UNIGRAMS|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.772727251|0.95505619|0.854271352|0.899999976|6|0.720339|0.95505619|0.821255982|0.899999976|9|0.729729712|0.910112381|0.810000062|0.899999976|9|0.719298244|0.921348333|0.807881773|0.899999976|1884|0.728813589|0.966292143|0.830917835|0.899999976|6|0.767857134|0.966292143|0.855721414|0.899999976|8|0.767857134|0.966292143|0.855721414|0.899999976|32|0.728813589|0.966292143|0.830917835|0.899999976|8|Right
Restaurants|TOKEN_UNIGRAMS|ENHANCED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.754237294|1|0.859903395|0.699999928|8|0.483443707|0.820224702|0.608333349|0.799999952|9|0.475862056|0.775280893|0.589743555|0.799999952|10|0.476510078|0.797752798|0.59663862|0.799999952|1848|0.483443707|0.820224702|0.608333349|0.799999952|6|0.728813589|0.966292143|0.830917835|0.74999994|7|0.710743785|0.966292143|0.81904757|0.74999994|29|0.483443707|0.820224702|0.608333349|0.799999952|9|Right
Restaurants|TOKEN_UNIGRAMS|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.787037015|0.95505619|0.862944186|0.799999952|6|0.763636351|0.943820238|0.844221115|0.849999964|8|0.766990304|0.887640476|0.822916687|0.849999964|10|0.773584902|0.921348333|0.841025651|0.849999964|1849|0.763636351|0.943820238|0.844221115|0.849999964|5|0.767241359|1|0.868292689|0.74999994|7|0.760683775|1|0.864077687|0.74999994|28|0.763636351|0.943820238|0.844221115|0.849999964|8|Right
Restaurants|TOKEN_UNIGRAMS_TF_IDF|ARCS_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.752136767|0.988764048|0.854368985|0.399999857|6|0.752136767|0.988764048|0.854368985|0.399999857|9|0.75454545|0.932584286|0.834170878|0.399999857|9|0.758620679|0.988764048|0.858536541|0.399999857|1859|0.752136767|0.988764048|0.854368985|0.399999857|5|0.752136767|0.988764048|0.854368985|0.399999857|6|0.752136767|0.988764048|0.854368985|0.399999857|27|0.752136767|0.988764048|0.854368985|0.399999857|8|Right
Restaurants|TOKEN_UNIGRAMS_TF_IDF|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.677966118|0.898876429|0.772946894|0.399999857|7|0.723404229|0.76404494|0.743169367|0.899999976|8|0.730337083|0.730337083|0.730337083|0.899999976|10|0.717391312|0.741573036|0.729281723|0.899999976|1856|0.723404229|0.76404494|0.743169367|0.899999976|5|0.731182814|0.76404494|0.747252703|0.899999976|6|0.723404229|0.76404494|0.743169367|0.899999976|28|0.723404229|0.76404494|0.743169367|0.899999976|8|Right
Restaurants|TOKEN_UNIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|294049|764784|107|21|111|21|0.384|0.787037015|0.95505619|0.862944186|0.649999917|3|0.787037015|0.95505619|0.862944186|0.649999917|4|0.79207921|0.898876429|0.842105329|0.649999917|7|0.779816508|0.95505619|0.858585835|0.599999905|1884|0.787037015|0.95505619|0.862944186|0.649999917|2|0.787037015|0.95505619|0.862944186|0.649999917|3|0.787037015|0.95505619|0.862944186|0.649999917|34|0.787037015|0.95505619|0.862944186|0.649999917|3|Right
Restaurants|TOKEN_UNIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.628787875|0.932584286|0.751131237|0.649999917|7|0.422222227|0.853932559|0.565055788|0.74999994|8|0.417647064|0.797752798|0.548262537|0.74999994|9|0.396135271|0.921348333|0.554054081|0.699999928|1860|0.422222227|0.853932559|0.565055788|0.74999994|5|0.414285719|0.977528095|0.581939816|0.549999893|16|0.416243643|0.921348333|0.573426545|0.699999928|37|0.422222227|0.853932559|0.565055788|0.74999994|8|Right
Restaurants|TOKEN_UNIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.51968503|0.741573036|0.611111104|0.799999952|6|0.5|0.741573036|0.597285032|0.799999952|9|0.495999992|0.696629226|0.579439282|0.799999952|9|0.496183217|0.730337083|0.590909123|0.799999952|1866|0.5|0.741573036|0.597285032|0.799999952|5|0.503816783|0.741573036|0.599999964|0.799999952|6|0.43589744|0.95505619|0.598591566|0.649999917|37|0.5|0.741573036|0.597285032|0.799999952|8|Right
Restaurants|TOKEN_BIGRAMS|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.800000012|0.719101131|0.75739646|0.949999988|6|0.800000012|0.719101131|0.75739646|0.949999988|8|0.789473712|0.842696607|0.815217435|0.899999976|9|0.733333349|0.988764048|0.842105269|0.849999964|1857|0.725000024|0.977528095|0.832535863|0.849999964|8|0.782178223|0.887640476|0.83157897|0.899999976|6|0.725000024|0.977528095|0.832535863|0.849999964|37|0.79207921|0.898876429|0.842105329|0.899999976|8|Right
Restaurants|TOKEN_BIGRAMS|ENHANCED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.623931646|0.820224702|0.70873785|0.649999917|20|0.46875|0.842696607|0.602409601|0.74999994|9|0.470198661|0.797752798|0.591666639|0.74999994|9|0.471698105|0.842696607|0.604838729|0.74999994|1893|0.46875|0.842696607|0.602409601|0.74999994|10|0.494318187|0.977528095|0.656603754|0.599999905|15|0.48780489|0.898876429|0.632411122|0.699999928|36|0.46875|0.842696607|0.602409601|0.74999994|8|Right
Restaurants|TOKEN_BIGRAMS|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.774193525|0.80898875|0.791208744|0.849999964|6|0.774193525|0.80898875|0.791208744|0.849999964|8|0.728155315|0.842696607|0.78125|0.799999952|9|0.735849082|0.876404524|0.800000012|0.799999952|1877|0.724770665|0.887640476|0.797979772|0.799999952|9|0.731481493|0.887640476|0.802030444|0.799999952|6|0.724770665|0.887640476|0.797979772|0.799999952|34|0.724770665|0.887640476|0.797979772|0.799999952|8|Right
Restaurants|TOKEN_BIGRAMS_TF_IDF|ARCS_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.524822712|0.831460655|0.643478274|0.299999833|6|0.521126747|0.831460655|0.640692592|0.299999833|8|0.522727251|0.775280893|0.624434352|0.299999833|10|0.524822712|0.831460655|0.643478274|0.299999833|1898|0.521126747|0.831460655|0.640692592|0.299999833|8|0.521126747|0.831460655|0.640692592|0.299999833|6|0.521126747|0.831460655|0.640692592|0.299999833|35|0.521126747|0.831460655|0.640692592|0.299999833|7|Right
Restaurants|TOKEN_BIGRAMS_TF_IDF|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.65289259|0.887640476|0.752380967|0.349999845|7|0.38164252|0.887640476|0.533783793|0.499999881|9|0.372549027|0.853932559|0.51877135|0.499999881|9|0.368663609|0.898876429|0.522875845|0.449999869|1925|0.374407589|0.887640476|0.526666701|0.499999881|5|0.399082571|0.977528095|0.566775262|0.249999836|7|0.387387395|0.966292143|0.553054631|0.299999833|39|0.373271883|0.910112381|0.529411733|0.449999869|8|Right
Restaurants|TOKEN_BIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|271755|764784|107|21|111|21|0.355|0.657894731|0.842696607|0.738916218|0.249999836|3|0.441717803|0.80898875|0.571428597|0.549999893|5|0.411764711|0.865168512|0.55797106|0.399999857|6|0.414507776|0.898876429|0.567375898|0.399999857|1852|0.441717803|0.80898875|0.571428597|0.549999893|2|0.430851072|0.910112381|0.584837556|0.399999857|2|0.424083769|0.910112381|0.578571439|0.399999857|14|0.441717803|0.80898875|0.571428597|0.549999893|3|Right
Restaurants|TOKEN_BIGRAM_GRAPHS|GRAPH_OVERALL_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.768421054|0.820224702|0.79347831|0.599999905|29|0.256944448|0.831460655|0.392572939|0.599999905|38|0.253205121|0.887640476|0.394014955|0.549999893|10|0.245508984|0.921348333|0.387706846|0.499999881|1857|0.254777074|0.898876429|0.397022337|0.549999893|12|0.44262296|0.910112381|0.595588267|0.499999881|72|0.412060291|0.921348333|0.569444478|0.499999881|174|0.254777074|0.898876429|0.397022337|0.549999893|73|Right
Restaurants|TOKEN_BIGRAM_GRAPHS|GRAPH_VALUE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.528571427|0.831460655|0.646288216|0.599999905|27|0.291187733|0.853932559|0.43428573|0.549999893|37|0.2890625|0.831460655|0.428985476|0.549999893|10|0.291187733|0.853932559|0.43428573|0.549999893|2139|0.292775661|0.865168512|0.43749997|0.549999893|9|0.519736826|0.887640476|0.65560168|0.499999881|29|0.512820542|0.898876429|0.653061271|0.499999881|84|0.292775661|0.865168512|0.43749997|0.549999893|38|Right
Restaurants|TOKEN_TRIGRAMS|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.826086938|0.21348314|0.339285702|0.949999988|7|0.752941191|0.719101131|0.735632181|0.949999988|9|0.743902445|0.685393274|0.713450313|0.949999988|11|0.759036124|0.707865179|0.732558131|0.949999988|2181|0.755813956|0.730337083|0.742857218|0.949999988|5|0.772727251|0.76404494|0.768361568|0.899999976|15|0.747572839|0.865168512|0.802083373|0.74999994|105|0.755813956|0.730337083|0.742857218|0.949999988|8|Right
Restaurants|TOKEN_TRIGRAMS|ENHANCED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.615384638|0.449438214|0.519480526|0.649999917|26|0.218579233|0.449438214|0.29411763|0.649999917|34|0.241157562|0.842696607|0.375|0.549999893|11|0.241887912|0.921348333|0.383177578|0.149999842|2485|0.238938048|0.910112381|0.378504664|0.249999836|26|0.524475515|0.842696607|0.646551728|0.549999893|24|0.519480526|0.898876429|0.658436239|0.449999869|146|0.253205121|0.887640476|0.394014955|0.549999893|50|Right
Restaurants|TOKEN_TRIGRAMS|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.800000012|0.269662917|0.40336135|0.849999964|13|0.349726766|0.719101131|0.470588267|0.899999976|14|0.31088084|0.674157321|0.425531924|0.899999976|10|0.314432979|0.685393274|0.431095392|0.899999976|1986|0.32487309|0.719101131|0.447552472|0.899999976|8|0.754098356|0.516853929|0.613333344|0.849999964|10|0.714285731|0.786516845|0.748663127|0.849999964|44|0.32487309|0.719101131|0.447552472|0.899999976|11|Right
Restaurants|TOKEN_TRIGRAMS_TF_IDF|ARCS_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.562043786|0.865168512|0.681415975|0.049999844|6|0.490683228|0.887640476|0.632000029|0.249999836|8|0.5|0.853932559|0.630705357|0.249999836|9|0.503184736|0.887640476|0.642276406|0.249999836|2041|0.496894419|0.898876429|0.640000045|0.249999836|6|0.496894419|0.898876429|0.640000045|0.249999836|6|0.496894419|0.898876429|0.640000045|0.249999836|44|0.496894419|0.898876429|0.640000045|0.249999836|9|Right
Restaurants|TOKEN_TRIGRAMS_TF_IDF|COSINE_SIMILARITY|Scarce|Restaurants|764784|764784|107|21|111|21|1|0.561151087|0.876404524|0.684210598|0.149999842|6|0.396039605|0.898876429|0.549828231|0.199999839|9|0.382352948|0.876404524|0.532423198|0.099999845|9|0.388059705|0.876404524|0.537931025|0.249999836|1902|0.385714293|0.910112381|0.541806042|0.099999845|6|0.390243888|0.898876429|0.544217646|0.149999842|6|0.389423072|0.910112381|0.545454502|0.099999845|79|0.385714293|0.910112381|0.541806042|0.099999845|9|Right
Restaurants|TOKEN_TRIGRAMS_TF_IDF|GENERALIZED_JACCARD_SIMILARITY|Scarce|Restaurants|171059|764784|107|21|111|21|0.224|0.562043786|0.865168512|0.681415975|0.099999845|2|0.404255331|0.853932559|0.548736453|0.249999836|6|0.387755096|0.853932559|0.533333302|0.199999839|9|0.391304344|0.910112381|0.547297299|0.049999844|1890|0.400000006|0.853932559|0.544802845|0.249999836|2|0.398009956|0.898876429|0.551724136|0.149999842|3|0.396135271|0.921348333|0.554054081|0.099999845|13|0.390476197|0.921348333|0.548494995|0.099999845|4|Right
Abt-Buy|CHARACTER_BIGRAMS|COSINE_SIMILARITY|Balanced|E-commerce|1157751|1157776|307|60|90|20|1|0.965714276|0.157063201|0.270183861|0.74999994|10|0.606060624|0.278810412|0.381922364|0.699999928|22|0.671548128|0.596654296|0.63188976|0.499999881|26|0.834572494|0.834572494|0.834572494|0.199999839|1083|0.719616234|0.627323449|0.670307875|0.549999893|14|0.943693697|0.389405191|0.551315784|0.499999881|16|0.875394344|0.515799284|0.649122834|0.499999881|72|0.808008194|0.731412649|0.767804861|0.499999881|30|Left
Abt-Buy|CHARACTER_BIGRAMS|ENHANCED_JACCARD_SIMILARITY|Balanced|E-commerce|1157751|1157776|307|60|90|20|1|0.960784316|0.045539033|0.086956523|0.499999881|9|0.335731417|0.13011153|0.187541857|0.349999845|28|0.450413227|0.405204475|0.426614493|0.149999842|27|0.815813959|0.815055788|0.815434635|0.049999844|1081|0.496644288|0.412639409|0.450761408|0.199999839|53|0.826923072|0.119888477|0.209415585|0.299999833|24|0.7591241|0.193308547|0.308148146|0.299999833|80|0.647558391|0.566914499|0.604559004|0.149999842|472|Left
