classifier_name,accuracy
CNC,0.965714276
CNC,0.960784316
CNC,0.96875
CNC,1
CNC,1
CNC,0.977477491
CNC,0.980392158
CNC,0.959183693
CNC,0.973913014
CNC,0.973451316
CNC,0.976047933
CNC,1
CNC,0.995661616
CNC,0.9921875
